# index, male, _pos
604,0,"array([  5.44863073, -16.75765881])"
605,1,"array([39.62530092, 10.12168296])"
606,0,"array([ 3.34368325, -4.99758621])"
607,0,"array([ 8.67608631, -2.37158917])"
608,0,"array([ 23.8267485 , -25.32325717])"
609,1,"array([ 13.72020044, -13.25005804])"
610,0,"array([ 8.53141726, -3.2380484 ])"
611,1,"array([  5.74924332, -16.43953594])"
612,0,"array([  9.58566045, -12.62487255])"
613,0,"array([ 8.92476586, -9.21944764])"
614,1,"array([27.78105445,  6.07969035])"
615,0,"array([31.60349817,  8.69339222])"
616,1,"array([-5.77645694, -6.27881174])"
617,0,"array([-0.34789237, -5.03256726])"
618,1,"array([ 32.86356011, -11.35651553])"
619,0,"array([32.26830705, -9.03254099])"
620,0,"array([ 4.65075894, -7.91598798])"
621,0,"array([ 9.74802515, 17.88966876])"
622,1,"array([-102.19331853,   -2.79107251])"
623,0,"array([-101.54225419,   -2.09455943])"
624,0,"array([ 9.04472628, -5.78365283])"
625,1,"array([28.1194343 , -6.37029938])"
626,1,"array([ 19.53230949, -19.65595247])"
627,0,"array([ 19.98294148, -22.86924923])"
628,1,"array([22.15291767,  3.4203316 ])"
629,0,"array([18.87127127,  7.7440917 ])"
630,1,"array([ 9.87047277, -2.22392212])"
631,0,"array([16.74199063, -5.63835579])"
632,1,"array([ 26.96182701, -10.9675952 ])"
633,0,"array([ 30.51466502, -10.07933271])"
634,1,"array([27.6073322 , -6.27981895])"
635,0,"array([-1.13343199,  8.20494376])"
636,1,"array([122.53413253,  22.71545386])"
637,0,"array([123.19240326,  22.10536249])"
638,1,"array([43.48394579, 10.46384798])"
639,0,"array([23.09423511, -8.57738657])"
640,0,"array([ 9.1883673, -2.8422153])"
641,0,"array([5.48750363, 5.68519855])"
642,0,"array([-5.78626481, -8.72750763])"
643,0,"array([ 19.6280553 , -10.21599773])"
644,0,"array([ 9.30978079, 17.92614268])"
645,1,"array([-5.42184691,  8.28417017])"
646,0,"array([-1.58048189,  6.01149339])"
647,1,"array([  9.39919713, -10.73325699])"
648,1,"array([ 8.59362716, -0.71667637])"
649,0,"array([14.83399696, -2.48515323])"
650,0,"array([ 8.76762306, -9.69051436])"
651,0,"array([16.0174245 ,  2.47785669])"
652,0,"array([ 8.20425956, -2.46638908])"
653,0,"array([16.63290107, -1.10445964])"
654,0,"array([ 8.77056126, -0.07924656])"
655,1,"array([-11.39343353,  -7.83441802])"
656,0,"array([-16.04067783,  -8.00953538])"
657,0,"array([ 11.803965  , -12.19570699])"
658,1,"array([-7.81613096, -7.35028516])"
659,0,"array([-7.78436132, -6.79488214])"
660,0,"array([8.10167656, 4.20265702])"
661,0,"array([5.55982429, 5.19587897])"
662,0,"array([ 41.38136191, 113.19280177])"
663,1,"array([-10.95706572,  -5.44495833])"
664,0,"array([13.50703143, 12.48766362])"
665,0,"array([12.07496549, -1.34544657])"
666,0,"array([14.96080134, -6.19198675])"
667,1,"array([-3.23737441, -6.70500212])"
668,0,"array([14.3644539, -2.7365471])"
669,0,"array([3.13451479, 3.1478757 ])"
670,0,"array([7.0915438 , 4.86770137])"
671,0,"array([31.56241268,  9.13849268])"
672,0,"array([34.49300959, -8.70448111])"
673,1,"array([9.11471945, 0.22891413])"
674,0,"array([4.47686895, 4.27670021])"
675,1,"array([ 3.74082904, -4.9358188 ])"
676,0,"array([ 3.69081996, -3.23637253])"
677,1,"array([ 38.62443566, -16.9324431 ])"
678,1,"array([ 3.8612738 , 12.27933042])"
679,0,"array([ 6.22226069, 12.8430108 ])"
680,1,"array([ 16.11210824, -20.5972917 ])"
681,0,"array([ 15.04876623, -24.62173207])"
682,0,"array([1.56759118, 8.71854367])"
683,0,"array([6.95188641, 3.13492713])"
684,0,"array([5.01731764, 5.23723919])"
685,0,"array([ 0.21370055, -5.94960603])"
686,1,"array([24.54402677, -7.73236435])"
687,0,"array([18.74268936, -5.10575004])"
688,1,"array([9.84488897, 3.01993808])"
689,0,"array([5.34586655, 6.54631991])"
690,1,"array([0.32692478, 0.35462015])"
691,0,"array([17.73162652, -9.58091639])"
692,1,"array([39.28932039,  9.48630395])"
693,0,"array([42.58237566,  7.66396735])"
694,0,"array([11.44185485, -1.83844436])"
695,0,"array([19.52026377, 10.74352042])"
696,0,"array([ 15.81624836, -14.33110109])"
697,0,"array([ 3.02497767, -2.13366789])"
698,0,"array([ 6.60198951, -8.29088735])"
699,1,"array([  7.4746261 , -10.73785889])"
700,0,"array([  3.97986905, -15.35273969])"
701,0,"array([12.5876702 , -5.04335108])"
702,1,"array([9.82723408, 5.38416259])"
703,0,"array([10.89471483,  9.16001325])"
704,1,"array([19.40037054,  5.49646928])"
705,1,"array([31.75841314, -9.89586532])"
706,0,"array([30.35262706, -8.8048186 ])"
707,1,"array([29.91527275, -7.01553097])"
708,0,"array([28.43534183, -7.73529841])"
709,0,"array([ 20.54960877, -23.96050088])"
710,1,"array([20.92303581, 13.03878434])"
711,1,"array([-6.97430923, -6.90200226])"
712,0,"array([-6.72985862, -4.24504616])"
713,1,"array([18.88059317,  9.16519807])"
714,0,"array([16.23055564, -5.47269873])"
715,0,"array([2.84901504, 2.56435959])"
716,1,"array([ 24.99534855, -31.05621635])"
717,0,"array([6.11250251, 0.06131747])"
718,0,"array([7.77139161, 8.97678204])"
719,1,"array([ -55.49155213, -100.36343226])"
720,0,"array([ -54.94237413, -101.14383146])"
721,1,"array([-11.26524901,  -5.09450478])"
722,0,"array([-7.35291434, -7.11003769])"
723,0,"array([6.05705176, 6.32018254])"
724,0,"array([-56.03884323, -99.57728057])"
725,0,"array([ 9.14419835, -4.48392569])"
726,0,"array([30.87838058, -8.48515216])"
727,0,"array([20.26589819, -9.10995682])"
728,0,"array([ 7.8680181 , -0.01188241])"
729,1,"array([-4.2873011 , -7.81507827])"
730,0,"array([-15.494974 ,  -3.4574682])"
731,0,"array([13.97649554, -2.96781225])"
732,0,"array([15.97174714, -5.97704278])"
733,1,"array([20.69217821,  0.26432768])"
734,0,"array([14.46269656, -4.32866728])"
735,1,"array([ 4.39577989, -3.65204973])"
736,0,"array([ 1.34567743, -3.50139267])"
737,0,"array([ 14.6948547 , -11.46562269])"
738,1,"array([23.1102533 , -4.03909923])"
739,0,"array([28.46788526,  2.04847872])"
740,0,"array([ 6.7971502 , 10.74157077])"
741,0,"array([2.78377648, 2.89665763])"
742,0,"array([15.46575297, -4.91975237])"
743,0,"array([10.65195187, -1.15233817])"
744,0,"array([20.25408095,  1.50241434])"
745,1,"array([20.43642758, -3.20595392])"
746,0,"array([20.78719114, -0.63167357])"
747,1,"array([107.14739181,  68.33116111])"
748,0,"array([107.12434149,  67.4326334 ])"
749,1,"array([31.06147701, -1.70190993])"
750,0,"array([26.73278741, -3.18387656])"
751,0,"array([-0.62280585,  4.36247617])"
752,0,"array([ 7.95258942, -6.96328647])"
753,0,"array([24.45606262,  3.13578706])"
754,0,"array([ 8.39002748, -0.19670162])"
755,1,"array([-10.66445162,  -6.5800031 ])"
756,0,"array([-14.99410645,  -5.61874767])"
757,1,"array([13.52630781, -5.57160955])"
758,1,"array([38.36268876, -4.4526596 ])"
759,0,"array([34.03852845, -5.9307152 ])"
760,0,"array([8.88267216, 2.81587587])"
761,1,"array([ 4.33677758, -4.18947102])"
762,0,"array([ 0.20622792, 15.40994056])"
763,1,"array([ 33.90039089, -12.31351039])"
764,0,"array([ 8.79244399, 17.32289875])"
765,0,"array([-5.76152485, -6.81208121])"
766,1,"array([ 9.37464193, -1.779175  ])"
767,0,"array([4.36933296, 1.65550112])"
768,1,"array([ 28.48525385, -12.92598534])"
769,1,"array([-9.19975604, -3.145967  ])"
770,1,"array([ 39.25454484, -16.24268235])"
771,0,"array([13.07299107,  1.48615288])"
772,0,"array([5.43865782, 6.06212346])"
773,0,"array([12.46944623,  2.93273389])"
774,0,"array([26.08374887, -3.20965771])"
775,1,"array([ 11.222567  , -37.08004932])"
776,0,"array([ 11.81398973, -33.35841496])"
777,1,"array([-109.43355177,  -22.34736022])"
778,0,"array([-109.64690644,  -23.22631052])"
779,1,"array([37.53561589, -6.47660359])"
780,0,"array([38.14217391, -9.8184434 ])"
781,0,"array([14.82789001, -3.77579611])"
782,0,"array([13.47300395, -1.69795561])"
783,0,"array([-16.22936586,  -7.52966086])"
784,0,"array([17.76200294,  0.09743271])"
785,1,"array([25.28326267, -8.78990997])"
786,0,"array([ 29.69984798, -10.03051495])"
787,1,"array([-4.90675799, -7.91776067])"
788,0,"array([5.79889032, 5.80415918])"
789,1,"array([ 0.98337209, -7.65065868])"
790,0,"array([-5.29456195, -4.78237385])"
791,1,"array([-3.93191429, 12.82800381])"
792,0,"array([ 0.07347807, 10.53511203])"
793,1,"array([-8.14432265, -8.75270956])"
794,1,"array([-7.05777646, -3.29164621])"
795,1,"array([31.55728235, 10.39382639])"
796,0,"array([28.31492066, 10.88037187])"
797,1,"array([25.935634  ,  7.30326996])"
798,1,"array([40.65763105,  5.82295048])"
799,0,"array([36.9628098 ,  3.27028344])"
800,0,"array([5.61761547, 1.46911852])"
801,0,"array([ 3.10903653, -6.18121516])"
802,1,"array([37.13233915, -9.80281806])"
803,0,"array([42.09253026, -8.43919915])"
804,1,"array([13.61431785, -4.93547392])"
805,0,"array([14.87952835,  1.31025435])"
806,0,"array([ 8.15495425, -9.72999191])"
807,0,"array([3.71337357, 0.0398861 ])"
808,0,"array([-15.68893729,  -7.10750669])"
809,0,"array([1.48220974, 6.92814431])"
810,1,"array([41.14952574, -9.89871866])"
811,0,"array([ 45.78109957, -10.49456125])"
812,0,"array([ 8.72554158, -2.82660652])"
813,1,"array([-2.21669833, -5.27721381])"
814,0,"array([-5.10971162, -6.11511331])"
815,1,"array([132.2788545 , -13.64414375])"
816,0,"array([131.82518146, -14.4900882 ])"
817,0,"array([10.85390206, -0.21689599])"
818,0,"array([26.20851152,  0.82283067])"
819,0,"array([ 8.84174238, -2.5623255 ])"
820,1,"array([-2.56761227,  9.25421172])"
821,0,"array([12.45893691, -1.59412026])"
822,1,"array([ 2.20202966, -7.56698156])"
823,1,"array([16.98776141,  6.43331926])"
824,0,"array([19.34450264,  7.6410833 ])"
825,1,"array([ 3.2370802 , -9.43051862])"
826,1,"array([20.2442735 ,  7.61489436])"
827,0,"array([18.22421826,  9.24212148])"
828,1,"array([16.88858192,  8.68466641])"
829,0,"array([-5.82173845, -8.1878752 ])"
830,0,"array([35.65452961, -5.06916565])"
831,0,"array([17.71396637,  9.96283902])"
832,0,"array([9.24046876, 0.83794322])"
833,1,"array([22.0761289 , -2.09063667])"
834,0,"array([27.17397352, -0.02905828])"
835,0,"array([18.08596715, -8.0365524 ])"
836,1,"array([13.36235375, -4.85893541])"
837,1,"array([  -1.76613382, -120.04065786])"
838,0,"array([12.79598052, -4.79083677])"
839,0,"array([ 1.71969114, -3.34694245])"
840,1,"array([-2.9519072 , -7.48695275])"
841,1,"array([-5.38671237, -5.84995753])"
842,1,"array([39.23920344, 13.92837606])"
843,0,"array([41.55154458, 16.421535  ])"
844,1,"array([-6.89491149, -8.20641148])"
845,1,"array([17.00709387, -0.90604778])"
846,0,"array([14.48319986, -2.55439113])"
847,0,"array([ 3.78040456, -9.16566389])"
848,0,"array([ 7.18051239, -7.64129885])"
849,1,"array([15.64580395, -5.38621449])"
850,1,"array([-7.54084167, -7.4600359 ])"
851,1,"array([  1.9684979 , -13.94204668])"
852,0,"array([ 5.38249727, -9.42418021])"
853,0,"array([ 11.04920767, -15.52100962])"
854,0,"array([ 22.00232932, -25.73613309])"
855,0,"array([35.44196848, -3.9328465 ])"
856,1,"array([ 12.76093625, -27.80047679])"
857,1,"array([ 14.74008535, -16.49686787])"
858,0,"array([15.63324929, -8.81741894])"
859,1,"array([ 3.56988105, -6.87426889])"
860,1,"array([-9.234101  , -6.21463605])"
861,0,"array([-11.43057057,  -7.08471363])"
862,0,"array([12.2508663 , -1.20081164])"
863,1,"array([-7.12845205, -9.82166356])"
864,0,"array([13.64007495, -7.04646818])"
865,0,"array([ 16.67626173, -10.29098194])"
866,1,"array([15.02317471, -1.58065241])"
867,0,"array([20.43164296,  1.31512246])"
868,0,"array([13.24225871,  1.86407485])"
869,0,"array([-15.12963899,  -6.2031448 ])"
870,0,"array([11.43123116,  3.11244016])"
871,1,"array([12.45552892, -3.79787068])"
872,1,"array([19.7087881 ,  0.39274635])"
873,1,"array([ 8.19530789, 12.40612734])"
874,0,"array([ 7.06830055, 17.66644338])"
875,0,"array([ 17.30360126, -11.7030744 ])"
876,1,"array([ 54.09320267, -17.00088219])"
877,0,"array([ 51.31202144, -16.0441588 ])"
878,1,"array([ 4.27057438, -5.12171365])"
879,0,"array([ 9.58378709, -4.57429884])"
880,0,"array([ 15.23897696, -12.82965599])"
881,0,"array([10.04446001,  8.82217482])"
882,1,"array([-10.89082145,  -8.41806845])"
883,0,"array([-12.49834552,  -8.38695987])"
884,0,"array([ 31.64935914, -10.22144864])"
885,1,"array([25.97734126,  1.78296093])"
886,0,"array([30.46447477,  3.71081898])"
887,0,"array([ 6.63208553, -1.51450165])"
888,1,"array([  2.87369591, -10.84744746])"
889,1,"array([-79.7459498 , -61.87608679])"
890,0,"array([-80.57788488, -62.23467671])"
891,0,"array([0.79866624, 0.85842993])"
892,0,"array([ 8.46706232, -4.72240034])"
893,0,"array([ 16.8189765 , -20.72126329])"
894,0,"array([ 17.65294334, -12.67571706])"
895,0,"array([14.96784163, -3.89460281])"
896,0,"array([15.04968192, -4.73160139])"
897,0,"array([13.66478455, -6.73931262])"
898,1,"array([8.95703758, 4.10970577])"
899,0,"array([4.22168742, 6.76346992])"
900,1,"array([ 8.79190287, 13.97142617])"
901,0,"array([11.29219584, 15.41115729])"
902,0,"array([14.62372167,  0.52521272])"
903,0,"array([22.89343874,  4.40454913])"
904,1,"array([5.55979299, 0.51872276])"
905,0,"array([0.79523459, 3.93493804])"
906,1,"array([ 11.34615278, -10.8326403 ])"
907,0,"array([13.87156151,  0.32174363])"
908,0,"array([11.01494035, 14.75086813])"
909,0,"array([ 41.71483681, -11.00355393])"
910,0,"array([18.87583642,  4.31732245])"
911,0,"array([10.68403309,  1.92421723])"
912,1,"array([33.56927415, -7.40755056])"
913,0,"array([16.73102228,  0.3578838 ])"
914,0,"array([18.40358621, -0.44790961])"
915,0,"array([11.79131954, -5.26375552])"
916,0,"array([3.4043103 , 2.94789137])"
917,0,"array([-10.18836984,  -4.56613023])"
918,0,"array([10.88904912, -3.51532274])"
919,0,"array([27.571205  , -8.61905872])"
920,1,"array([18.23053977, 13.6321572 ])"
921,1,"array([-7.05602333, -5.92027512])"
922,0,"array([11.04960671, 11.63433539])"
923,0,"array([-0.05221222, -6.87199297])"
924,0,"array([13.40610206, -3.70842381])"
925,0,"array([16.5326459 , -7.04009931])"
926,0,"array([21.13651524, -7.73610387])"
927,0,"array([ 1.9886145 , -4.09979075])"
928,0,"array([8.69257557, 0.33355828])"
929,0,"array([5.79255677, 0.64395272])"
930,0,"array([ 16.30503059, -15.79161833])"
931,0,"array([36.27074772,  3.74799697])"
932,0,"array([16.71819347, -3.00163714])"
933,1,"array([ 32.04312575, -10.96114616])"
934,0,"array([ 35.4504671 , -14.53792179])"
935,0,"array([26.9266097 , -8.29749391])"
936,1,"array([13.11171098, -3.58745664])"
937,0,"array([ 9.02973849, -2.08573539])"
938,1,"array([23.6643672 ,  9.69205758])"
939,0,"array([26.25636233, 12.32254402])"
940,0,"array([ 8.88992891, -4.84612438])"
941,0,"array([ 2.73929737, -3.69587519])"
942,0,"array([35.41564787, -8.26694842])"
943,0,"array([15.94763371,  4.29975306])"
944,1,"array([-8.02093841, -6.96499553])"
945,1,"array([13.15393839,  0.17667394])"
946,0,"array([6.17752585, 2.44330036])"
947,0,"array([2.54410158, 2.11725648])"
948,1,"array([44.07471489, -3.89104963])"
949,0,"array([39.58135296, -3.65498497])"
950,1,"array([10.57920729, -9.75769607])"
951,0,"array([11.05398138, -0.2009472 ])"
952,1,"array([19.37630243, -6.1680457 ])"
953,0,"array([ 9.58829418, -1.36981896])"
954,0,"array([  4.97410005, -16.74887332])"
955,0,"array([  7.69237203, -10.11964692])"
956,1,"array([4.56662074, 2.67085412])"
957,1,"array([26.90466175, -4.50523689])"
958,0,"array([21.29552209, -3.58446694])"
959,1,"array([39.9281903 ,  6.72108229])"
960,1,"array([-37.4084185 , 104.86264644])"
961,0,"array([-37.47996471, 105.77131272])"
962,0,"array([ 0.52221609, -5.78384738])"
963,1,"array([ 24.00244085, -14.68351055])"
964,0,"array([ 32.41869848, -22.10689018])"
965,0,"array([11.04600549, -7.74864093])"
966,0,"array([ 5.62026565, -5.07597772])"
967,0,"array([ 9.12772456, 10.78562862])"
968,1,"array([ 35.88451501, -20.3951791 ])"
969,0,"array([ 39.10924884, -22.88248418])"
970,1,"array([ 7.87414294, -0.52664193])"
971,0,"array([7.60935241, 1.94318099])"
972,0,"array([31.17621986,  9.43527785])"
973,0,"array([11.15070071, -9.62016603])"
974,1,"array([ 8.34677745, -7.54164818])"
975,1,"array([ 25.39126436, -10.74345518])"
976,0,"array([ 28.20908222, -10.42765287])"
977,0,"array([1.88057038, 9.25445888])"
978,0,"array([5.0360175 , 3.56554245])"
979,1,"array([17.0994235 , -1.92745387])"
980,0,"array([ 41.4052558 , -12.80081199])"
981,1,"array([ 6.29744789, -0.50748028])"
982,1,"array([9.02993858, 1.59850815])"
983,0,"array([4.08151563, 5.55425558])"
984,1,"array([2.43070752, 0.476248  ])"
985,0,"array([-2.66461756,  2.74997023])"
986,0,"array([13.96749393,  0.87319149])"
987,1,"array([18.56858449, 18.95381785])"
988,0,"array([18.54449032, 14.26897559])"
989,1,"array([14.16594618, -1.23240657])"
990,0,"array([ 6.40633702, -5.47273529])"
991,0,"array([ 21.61041041, -10.26896271])"
992,0,"array([ 26.85470909, -13.03716943])"
993,0,"array([-15.37284032,  -4.19772747])"
994,0,"array([10.27329073, 11.22279416])"
995,0,"array([15.33907069, -9.86266757])"
996,0,"array([15.11640278, -1.7289743 ])"
997,1,"array([-9.21315978, -7.80414974])"
998,1,"array([8.88570404, 7.63558238])"
999,0,"array([11.52898217, -4.60036745])"
1000,0,"array([33.76633326, 12.37920572])"
1001,0,"array([16.35256671, -4.68056903])"
1002,1,"array([10.31407752, -3.8539519 ])"
1003,0,"array([-1.9584161,  2.9752043])"
1004,0,"array([ 7.16834055, -3.85508411])"
1005,0,"array([16.21784823,  2.58495919])"
1006,0,"array([-12.18994954,  -5.46861982])"
1007,0,"array([12.53780246, -8.67957354])"
1008,1,"array([ 13.96926576, -21.04670448])"
1009,0,"array([ 12.48961624, -25.46797926])"
1010,0,"array([ 17.23504807, -22.43556632])"
1011,0,"array([20.73578257, -3.62657081])"
1012,0,"array([17.8392564 ,  2.92224834])"
1013,0,"array([11.47498168,  1.04908084])"
1014,0,"array([15.29453984,  0.74913207])"
1015,1,"array([12.69426052,  3.13928458])"
1016,1,"array([-0.56733034, -2.29273612])"
1017,1,"array([14.91784202, 15.21005658])"
1018,0,"array([14.58146555, 21.46501211])"
1019,1,"array([ 47.06515551, -18.37455481])"
1020,0,"array([ 43.74700565, -16.62236502])"
1021,1,"array([ 38.76245098, -13.79542478])"
1022,0,"array([ 33.17161713, -10.12239325])"
1023,0,"array([ 13.01664565, -25.49714491])"
1024,0,"array([ 12.59979069, -24.36870262])"
1025,1,"array([-8.92424232, -6.0715312 ])"
1026,0,"array([ 8.94753128, -7.33907209])"
1027,0,"array([-8.91763472, -2.58519667])"
1028,0,"array([ 4.92670774, -3.63716694])"
1029,1,"array([ 40.22876762, -11.83643151])"
1030,0,"array([ 35.26104762, -10.57812499])"
1031,1,"array([ 11.84707611, -24.0524972 ])"
1032,0,"array([ 10.44941008, -30.9354036 ])"
1033,0,"array([ 10.34683223, -28.14764059])"
1034,1,"array([10.49832856, -5.50959993])"
1035,0,"array([  9.88390707, -12.47219084])"
1036,1,"array([ 31.13000694, -14.57103575])"
1037,0,"array([ 34.9223641 , -12.96164917])"
1038,0,"array([ -5.40041645, 118.37922156])"
1039,0,"array([-11.21381244, -10.54631247])"
1040,1,"array([13.51989538,  0.41170864])"
1041,0,"array([-12.87601053,  -6.0155519 ])"
1042,1,"array([ 30.13194925, -12.46387187])"
1043,1,"array([29.69463231, 24.53444548])"
